BN/Registration Number,Designation code,Category code,Category,Sub-category code,Sub-Category,Legal name,Account name,Registration date,Language,Mailing address,City,Province,Postal code,Country,Contact Phone,Contact Email,Contact URL
851599860RR0001,C,110,Supportive Health Care,99,Other,UTSS CHARITIES INTERNATIONAL,UTSS Charities International,2009-10-19 0:00,1,303 - 15127 100 AVE,SURREY,BC,V3R0N9,CA,(604)587-6508,,
851640607RR0001,C,1,Organizations Relieving Poverty,99,Other,KATESLEM YOUTH SOCIETY,Kateslem Youth Society,2011-01-18 0:00,1,33138 MYRTLE AVE,MISSION,BC,V2V5W1,CA,,,
851641605RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),SEACLIFF FOUNDATION,Seacliff Foundation,2010-08-04 0:00,1,305-1788 5TH AVE W,VANCOUVER,BC,V6J1P2,CA,(604)957-4216,JEFF@SEACLIFFGROUP.COM,
851681395RR0001,C,1,Organizations Relieving Poverty,99,Other,NENAN DANE ZAA DEH ZONA FAMILY SERVICES SOCIETY,Nenan Dane Zaa Deh Zona Family Services Society,2016-08-22 0:00,1,10615 102 ST,FORT ST. JOHN,BC,V1J5L3,CA,,,
851876888RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),WHEELER FAMILY FOUNDATION,Wheeler Family Foundation,2011-12-09 0:00,1,ST 481   1641 LONSDALE AVE,NORTH VANCOUVER,BC,V7M2H5,CA,(604)922-2625,WHEELERZ@TELUS.NET,
851925586RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),THE DUGOUT DROP-IN CENTRE SOCIETY,The Dugout Drop-In Centre Society,2007-08-30 0:00,1,59 POWELL ST,VANCOUVER,BC,V6A1E9,CA,(604)685-5239,BOB.BURROWS9@GMAIL.COM,
851930586RR0001,C,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",GABRIOLA HEALTH CARE FOUNDATION,GABRIOLA HEALTH CARE FOUNDATION,2008-02-05 0:00,1,PO BOX 295,GABRIOLA,BC,V0R1X0,CA,(250)247-7411,GHCF@GHCF.CA,GHCF.CA
852042944RR0001,B,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",CZORNY STEWART FAMILY HEALTHCARE SOCIETY,Czorny Stewart Family Healthcare Society,2004-10-26 0:00,1,"PO BOX 34042, RPO CLOVERSQUARE",SURREY,BC,V3S8C4,CA,,,
852284645RR0001,C,1,Organizations Relieving Poverty,7,Orphanage,Stella's Voice Canada,Stella's Voice Canada,2013-01-01 0:00,1,PO BOX 12145 RPO MURRAYVILLE,LANGLEY,BC,V2Y0M6,CA,(604)449-1658,GARY@STELLASVOICE.ORG,STELLASVOICE.CA
852296953RR0001,B,160,Community Resource,99,Other,SURREY HOMELESSNESS AND HOUSING SOCIETY,Surrey Homelessness and Housing Society,2007-10-04 0:00,1,13450 104 AVENUE,SURREY,BC,V3T1V8,CA,(604)591-4887,,
852358167RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),THE TZEDAKAH PROJECT FOUNDATION,The Tzedakah Project Foundation,2006-07-05 0:00,1,1250-1500 W GEORGIA ST,VANCOUVER,BC,V6G2Z6,CA,(604)683-7006,S,
852377530RR0001,C,200,Public Amenities,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),THE LOON FOUNDATION,The Loon Foundation,2004-03-12 0:00,1,PO BOX 8,MADEIRA PARK,BC,V0N2H0,CA,(604)883-9006,ACCOUNTING@LAGOONSOCIETY.COM,WWW.LAGOONSOCIETY.COM
852487537RR0001,C,200,Public Amenities,7,Orphanage,Horse Lake Training Centre,Horse Lake Training Centre,2009-09-01 0:00,1,5830 HORSE LAKE ROAD,100 MILE HOUSE,BC,V0K2E3,CA,(250)395-3210,,
852487677RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),SACKS FAMILY FOUNDATION,SACKS FAMILY FOUNDATION,2005-01-01 0:00,1,"1975 MCLEAN DRIVE, SACKS INDUSTRIAL CORP.,",VANCOUVER,BC,V5N3J7,CA,,,
852510668RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),SPENCE FAMILY FOUNDATION,Spence Family Foundation,2009-08-11 0:00,1,13364 COMBER WAY,SURREY,BC,V3W5V9,CA,,,
852516251RR0001,C,200,Public Amenities,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),VANCOUVER ISLAND TRAIL ASSOCIATION,VANCOUVER ISLAND TRAIL ASSOCIATION,2009-08-19 0:00,1,2812 CADBORO BAY RD,VICTORIA,BC,V8R5J9,CA,(250)595-1905,BILL.FEYRER@SHAW.CA,WWW.VISPINE.CA
852533868RR0001,C,200,Public Amenities,99,Other,FRIENDS OF THE KEREMEOS SKATING RINK,Friends of the Keremeos Skating Rink,2010-04-01 0:00,1,2649 MIDDLE BENCH RD,KEREMEOS,BC,V0X1N2,CA,(250)499-5654,ALAINP@TELUS.NET,
852535665RR0001,C,200,Public Amenities,3,Medical services not otherwise covered by basic health care (dental / optometry / counselling),LAKE COUNTRY ART GALLERY SOCIETY,Lake Country Art Gallery Society,2011-01-01 0:00,1,10356A BOTTOM WOOD LAKE RD,LAKE COUNTRY,BC,V4V1T9,CA,(250)766-1299,LAKECOUNTRYARTGALLERY@SHAW.CA,LAKECOUNTRYARTGALLERY.CA
852618933RR0001,C,200,Public Amenities,99,Other,THE BRITISH COLUMBIA LIBRARY TRUSTEES ASSOCIATION,THE BRITISH COLUMBIA LIBRARY TRUSTEES ASSOCIATION,1996-03-19 0:00,1,108 - 9865 140 ST,SURREY,BC,V3T4M4,CA,(604)913-1424,ADMIN@BCLTA.CA,WWW.BCLTA.CA
852636851RR0001,C,200,Public Amenities,99,Other,SEA TO SKY INVASIVE SPECIES COUNCIL,Sea to Sky Invasive Species Council,2013-02-04 0:00,1,"28-8119 MCKEEVERS PLACE, BOX 845",WHISTLER,BC,V0N1B8,CA,(604)698-8334,INFO@SSISC.CA,WWW.SSISC.CA
852715689RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),FAITH IN OUR COMMUNITY SOCIETY,Faith in Our Community Society,2011-07-19 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)683-7006,,
852736966RR0001,C,100,Core Health Care,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),FIBROMYALGIA WELL SPRING FOUNDATION,FIBROMYALGIA WELL SPRING FOUNDATION,2007-01-01 0:00,1,PO 1600,ALDERGROVE,BC,V4W2V1,CA,(778)278-3697,INFO@FIBROMYALGIAWELLSPRINGFOUNDATION.ORG,WWW.FIBROWELLSPRING.ORG
852747203RR0001,C,200,Public Amenities,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),GALIANO TRAILS SOCIETY,Galiano Trails Society,2010-11-24 0:00,1,"415 WARBLER RD S, RR 1",GALIANO ISLAND,BC,V0N1P0,CA,(250)539-3050,LEBLONDPAUL41@GMAIL.COM,WWW.GALIANDER.CA/GALIANOTRAILS
852759372RR0001,C,210,Foundations,2,Humanitarian assistance (outside of Canada),BABINE WATERSHED MONITORING TRUST,BABINE WATERSHED MONITORING TRUST,2005-02-11 0:00,1,103 - 4622 GREIG AVE,TERRACE,BC,V8G1M9,CA,(250)847-3241,INFO@BABINETRUST.CA,WWW.BABINETRUST.CA
852770601RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),FOUNDATION FOR PUBLIC GOOD,Foundation for Public Good,2010-08-18 0:00,1,"1500 WEST GEORGIA STREET, SUITE 1250   BOX 62",VANCOUVER,BC,V6G2Z6,CA,(604)683-7006,,
852786805RR0001,C,1,Organizations Relieving Poverty,99,Other,FRESHWAVE MINISTRIES SOCIETY,Freshwave Ministries Society,2011-10-27 0:00,1,5469 2 AVE,DELTA,BC,V4M1E6,CA,(778)686-9995,WWW.FRESHWAVEMINISTRIES.COM,FRESHWAVEMINISTRIES@HOTMAIL.COM
852808104RR0001,C,200,Public Amenities,99,Other,GAMBIER ISLAND COMMUNITY ASSOCIATION,Gambier Island Community Association,2019-10-15 0:00,1,201 - 721 ANDY'S BAY RD,GAMBIER ISLAND,BC,V0N1V0,CA,,dwtryon@gmail.com,
852846203RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),SPENCERCREO FOUNDATION,SpencerCreo Foundation,2011-02-28 0:00,1,4465 3RD AVE W,VANCOUVER,BC,V6R1M9,CA,,,
852864479RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),THE CRYSTAL GALA FOUNDATION,THE CRYSTAL GALA FOUNDATION,2004-08-20 0:00,1,32575 SIMON AVENUE,ABBOTSFORD,BC,V2T4W6,CA,(604)854-2200,COLLEENHUME@KPMG.CA,
853022333RR0001,C,200,Public Amenities,99,Other,FOREST HISTORY ASSOCIATION OF BRITISH COLUMBIA,FOREST HISTORY ASSOCIATION OF BRITISH COLUMBIA,2002-04-30 0:00,1,482 DAVIS RD,LADYSMITH,BC,V9G1W1,CA,(250)598-4455,JAWS564@TELUS.NET,
853042901RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),THE ALLARD PRIZE FOUNDATION,The Allard Prize Foundation,2011-09-09 0:00,1,881 HELMCKEN ST,VANCOUVER,BC,V6Z1B1,CA,(604)683-2925,,
853065563RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),KICKSTART FOUNDATION,KICKSTART FOUNDATION,2006-11-24 0:00,1,4254 WEST KING EDWARD AVENUE,VANCOUVER,BC,V6S1N3,CA,(604)737-7006,JBARAK@TELUS.NET,
853096238RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),AVERBACH FAMILY FOUNDATION,AVERBACH FAMILY FOUNDATION,2005-02-05 0:00,1,800-1030 WEST GEORGIA STREET,VANCOUVER,BC,V6E3B9,CA,,,
853194900RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),ROTARY CLUB OF KELOWNA - OGOPOGO CHARITABLE SOCIETY,ROTARY CLUB OF KELOWNA - OGOPOGO CHARITABLE SOCIETY,1996-12-10 0:00,1,PO BOX 25074 RPO MISSION,KELOWNA,BC,V1W3Y7,CA,(250)763-5021,ANGELABAILEY@KEL.MACKAY.CA,
853203529RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),VICTORIA FIRE FIGHTERS CHARITABLE FOUNDATION,VICTORIA FIRE FIGHTERS CHARITABLE FOUNDATION,2006-12-06 0:00,1,1234 YATES ST,VICTORIA,BC,V8V3M8,CA,(250)382-4610,MURRAY_CHUNYK@YAHOO.COM,VICTORIAFIREFIGHTERS.COM
853209922RR0001,C,200,Public Amenities,9,Providing low-cost housing,Squamish Historical Society,Squamish Historical Society,2009-02-09 0:00,1,P.O. BOX 191,SQUAMISH,BC,V8B0A2,CA,(604)898-8454,INFO@SQUAMISHHISTORY.CA,WWW.SQUAMISHHISTORY.CA
853226942RR0001,C,120,Protective Health Care,2,Humanitarian assistance (outside of Canada),ABUNDANCE INSTITUTE,ABUNDANCE INSTITUTE,2004-08-19 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)683-7006,,
853284206RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),RALLY4LIFE FOUNDATION,Rally4Life Foundation,2011-03-24 0:00,1,PO BOX 358,KASLO,BC,V0G1M0,CA,(250)317-1457,JACKIERALLY4LIFE@GMAIL.COM,RALLY4LIFE.ORG
853516946RR0001,C,110,Supportive Health Care,99,Other,WILLING HEARTS INTERNATIONAL SOCIETY - CANADA,WILLING HEARTS INTERNATIONAL SOCIETY - CANADA,2005-01-01 0:00,1,"PO 838, 1641 LONSDALE AVE",NORTH VANCOUVER,BC,V7M2J5,CA,(604)484-9442,INFORMATION@WHISCA.ORG,WWW.WHISCA.ORG
853519361RR0001,C,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),JERICHO HILL LEGACY TRUST FUND,JERICHO HILL LEGACY TRUST FUND,2006-06-12 0:00,1,PO BOX 50051 RPO SOUTH SLOPE,BURNABY,BC,V5J5G3,CA,(604)736-7391,MARKTDUNN@GMAIL.COM,JHLT.CA
853537678RR0001,C,1,Organizations Relieving Poverty,99,Other,MAKE A CHANGE CANADA/ FAIRE UN CHANGEMENT CANADA,Make A Change Canada/Faire un Changement Canada,2005-04-01 0:00,1,P.O BOX 278,NELSON,BC,V1L5P9,CA,(250)352-1378,AMEDGAR@MAKEACHANGECANADA.COM,WWW.MAKEACHANGECANADA.COM
853591469RR0001,C,200,Public Amenities,99,Other,VIEW ROYAL READING CENTRE,THE VIEW ROYAL READING CENTRE,1991-01-01 0:00,1,266 ISLAND HWY,VICTORIA,BC,V9B1G5,CA,(250)479-2723,VIVR.ILL@SHAW.CA,WWW.VIEWROYAL.BCLIBRARY.CA
853664530RR0001,C,160,Community Resource,99,Other,ASPIRAL YOUTH PARTNERS ASSOCIATION,Aspiral Youth Partners Association,2004-05-28 0:00,1,120 6 ST NE,SALMON ARM,BC,V1E1H1,CA,(250)832-0108,KIM@YOUTHPARTNERS.CA,YOUTHPARTNERS.CA
853706356RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE BELMONT FOUNDATION,The Belmont Foundation,2007-11-20 0:00,1,303-750 PENDER ST W,VANCOUVER,BC,V6C2T7,CA,,,
853721678RR0001,C,1,Organizations Relieving Poverty,9,Providing low-cost housing,VANCOUVER PACIFIC HOUSING SOCIETY,Vancouver Pacific Housing Society,2010-04-28 0:00,1,145 EAST CORDOVA ST,VANCOUVER,BC,V6A1K7,CA,(604)318-7809,ANGELALAM@SHAW.CA,
854014842RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),BRITANNIA COMMUNITY SERVICES FOUNDATION,BRITANNIA COMMUNITY SERVICES FOUNDATION,2002-12-09 0:00,1,1661 NAPIER ST,VANCOUVER,BC,V5L4X4,CA,(604)718-5800,,WWW.BRITANNIACENTRE.ORG
854034238RR0001,B,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),TRUST UNDER THE WILL OF EVELYN CHRISTINE BYWORTH (THE COLLEGE TRUST),TRUST UNDER THE WILL OF EVELYN CHRISTINE BYWORTH (THE COLLEGE TRUST),2005-02-03 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,(416)542-0932,,
854041241RR0001,C,110,Supportive Health Care,99,Other,OKANAGAN ADVOCACY AND RESOURCE SOCIETY,OKANAGAN ADVOCACY AND RESOURCE SOCIETY,2004-04-01 0:00,1,4-3402 27 AVE,VERNON,BC,V1T1Z1,CA,(250)542-3555,TISHLAKES@OKADVOCATE.CA,
854041886RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),KINA SOCIAL VENTURES SOCIETY,KINA SOCIAL VENTURES SOCIETY,2003-07-14 0:00,1,1501-2628 ASH ST.,VANCOUVER,BC,V5Z4L2,CA,(604)209-1007,DAVID.WOOD@MAC.COM,WWW.KINA.ORG
854107554RR0001,A,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),VANCOUVER SYMPHONY FOUNDATION,VANCOUVER SYMPHONY FOUNDATION,1986-08-15 0:00,1,500 - 833 SEYMOUR ST,VANCOUVER,BC,V6B0G4,CA,(604)684-9100,,
854164076RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),PARETO FOUNDATION,PARETO FOUNDATION,2004-11-09 0:00,1,121 SKY COURT,KELOWNA,BC,V1V3A2,CA,(250)808-3978,RICHARDSTEPHURE@SHAW.CA,
854211406RR0001,C,200,Public Amenities,12,Providing household items (furniture / appliances),SKOOKUMCHUCK HERITAGE SOCIETY,Skookumchuck Heritage Society,2009-08-05 0:00,1,16562 TIMBERLINE ROAD,MADEIRA PARK,BC,V0N2H4,CA,(604)883-9994,EHC@XPLORNET.COM,EGMONTHERITAGECENTRE.COM
854234481RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),BARBARA TOSCZAK FOUNDATION,BARBARA TOSCZAK FOUNDATION,2002-11-25 0:00,1,"PO 10085, PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,(306)975-7204,,
854311453RR0001,C,200,Public Amenities,99,Other,FRIENDS OF CHURN CREEK PROTECTED AREA SOCIETY,Friends of Churn Creek Protected Area Society,2010-04-01 0:00,1,PO BOX 4144,WILLIAMS LAKE,BC,V2G2V2,CA,(250)392-1440,PETER&SKYE@TELUS.NET,FRIENDSOFCHURN.CA
854471521RR0001,C,210,Foundations,2,Humanitarian assistance (outside of Canada),THE DUNCANAFRICA SOCIETY,THE DUNCANAFRICA SOCIETY,2006-07-31 0:00,1,105-9775 188 ST,SURREY,BC,V4N3N2,CA,(778)858-6064,DUNCANAFRICA@GMAIL.COM,WWW.DUNCANAFRICA.COM
854542578RR0001,B,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),TRUST UNDER THE WILL OF EVELYN CHRISTINE BYWORTH (THE CHURCH ARMY TRUST),TRUST UNDER THE WILL OF EVELYN CHRISTINE BYWORTH (THE CHURCH ARMY TRUST,2005-01-26 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,(416)542-0932,,
854558814RR0001,C,100,Core Health Care,9,Providing low-cost housing,CLEARWATER AND DISTRICT HOSPICE SOCIETY,Clearwater and District Hospice Society,2007-12-20 0:00,1,249D GLEN RD,CLEARWATER,BC,V0E1N2,CA,(250)674-2400,ESEDGWICK73@GMAIL.COM,
854564804RR0001,C,150,Relief of the Aged,4,Operating a food bank,CORDOVA BAY 55 PLUS ASSOCIATION,CORDOVA BAY 55 PLUS ASSOCIATION,2005-04-13 0:00,1,1- 5238 CORDOVA BAY RD.,VICTORIA,BC,V8Y2L2,CA,(250)658-5558,CB55@SHAWBIZ.CA,CORDOVABAY55PLUS.ORG
854568789RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),MAITLAND FAMILY FOUNDATION,Maitland Family Foundation,2007-04-03 0:00,1,2440 CARDIGAN RD,VICTORIA,BC,V8R3S7,CA,(403)612-3936,ROBMAITLAND52@GMAIL.COM,
854616232RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),COMMUNITY CANCER CARE TEAM,COMMUNITY CANCER CARE TEAM,2006-06-13 0:00,1,BOX 3776,SMITHERS,BC,V0J2N0,CA,(250)847-3281,,
854728300RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",ALMONER FOUNDATION,ALMONER FOUNDATION,2004-04-16 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)683-7006,,
854734837RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),MICHAEL H. LAWEE CHARITABLE TRUST,MICHAEL H. LAWEE CHARITABLE TRUST,2005-02-01 0:00,1,"TD PRIVATE CLIENT SERVICES, PO BOX 10085",VANCOUVER,BC,V7Y1B6,CA,,,
854801685RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),CHARLFORD HOUSE FOUNDATION,Charlford House Foundation,2008-06-19 0:00,1,PO BOX 44077 RPO KENSINGTON,BURNABY,BC,V5B4Y2,CA,(604)420-6601,INFO@CHARLFORDHOUSE.CA,
854840147RR0001,C,160,Community Resource,9,Providing low-cost housing,RAVEN (RESPECTING ABORIGINAL VALUES AND ENVIRONMENTAL NEEDS),RAVEN (RESPECTING ABORIGINAL VALUES AND ENVIRONMENTAL NEEDS),2006-09-07 0:00,1,509 - 620 VIEW ST,VICTORIA,BC,V8W1J6,CA,,SUSAN@RAVENTRUST.COM,WWW.RAVENTRUST.COM
854882735RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),UMBRELLA FOUNDATION FOR ADDICTIONS AND MENTAL HEALTH,UMBRELLA FOUNDATION FOR ADDICTIONS AND MENTAL HEALTH,2002-11-26 0:00,1,8 - 415 DUNEDIN ST,VICTORIA,BC,V8T5G8,CA,(250)217-0355,,
854896693RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),ARC FOUNDATION,ARC Foundation,2008-06-04 0:00,1,224 - 312 MAIN ST,VANCOUVER,BC,V6A2T2,CA,,,
854978814RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),AYNSLEY FAMILY CHARITABLE FOUNDATION,Aynsley Family Charitable Foundation,2007-06-19 0:00,1,301-1665 ELLIS ST,KELOWNA,BC,V1Y2B3,CA,(250)869-1165,,
855253183RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),GENCON FOUNDATION,Gencon Foundation,2007-05-02 0:00,1,501-426 BEACH CRES,VANCOUVER,BC,V6Z3E9,CA,(604)605-1265,GCR@GENCONFOUNDATION.CA,WWW.GENCONFOUNDATION.CA
855373924RR0001,C,110,Supportive Health Care,99,Other,Grassroots Assistance in Rural Development Association,Grassroots Assistance in Rural Development,2008-01-01 0:00,1,35832 HEATHERSTONE PLACE,ABBOTSFORD,BC,V3G1E6,CA,(604)852-0267,GARDINFO@SHAW.CA,WWW.GARD.CA
855381083RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),Mr. Lube Foundation / Fondation de M. Lube,Mr. Lube Foundation / Fondation de M. Lube,2002-11-20 0:00,1,"6900 GRAYBAR ROAD, UNIT 2330",RICHMOND,BC,V6W0A5,CA,(604)759-4300,BELWIN@MRLUBE.COM,WWW.MRLUBE.COM
855419933RR0001,C,150,Relief of the Aged,4,Operating a food bank,RUTLAND SENIOR CENTRE SOCIETY,RUTLAND SENIOR CENTRE SOCIETY,2002-03-27 0:00,1,765 DODD ROAD,KELOWNA,BC,V1X5H1,CA,(250)765-3723,RSAC@TELUS.NET,
855426557RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),KINGSWAY FOUNDATION,KINGSWAY FOUNDATION,2007-07-10 0:00,1,1800-510 W. GEORGIA ST,VANCOUVER,BC,V6B0M3,CA,(604)926-0336,STEPHENQUIN@SHAW.CA,
855434262RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),SPARTAN FOUNDATION,Spartan Foundation / Fondation Spartan,2009-07-20 0:00,1,BOX 31052 RPO THUNDERBIRD,LANGLEY,BC,V1M0A9,CA,(604)613-7710,STEVESCHOLZ@SPARTANFOUNDATION.CA,WWW.SPARTANFOUNDATION.CA
855544896RR0001,C,100,Core Health Care,99,Other,CANADIAN CELIAC ASSOCIATION BRITISH COLUMBIA,CANADIAN CELIAC ASSOCIATION BRITISH COLUMBIA,1983-01-01 0:00,1,2675 OAK ST,VANCOUVER,BC,V6H2K2,CA,(604)736-2229,INFO@VANCOUVERCELIAC.CA,WWW.VANCOUVERCELIAC.CA
855566162RR0001,C,1,Organizations Relieving Poverty,9,Providing low-cost housing,ABBEYFIELD HOUSES OF FORT ST JOHN 2006,ABBEYFIELD HOUSES OF FORT ST JOHN 2006,2006-07-28 0:00,1,8112 96 AVE,FORT ST. JOHN,BC,V1J1J6,CA,(250)785-8381,ABBEYFIELDFSJ@HOTMAIL.COM,
855664439RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),MILLENNIUM RELIEF AND DEVELOPMENT SERVICES (CANADA),MILLENNIUM RELIEF AND DEVELOPMENT SERVICES (CANADA),2006-01-01 0:00,1,PO BOX 902,FORT LANGLEY,BC,V1M2S3,CA,(604)671-4867,CANADA@MRDS.ORG,WWW.MRDS.CA
855666632RR0001,B,160,Community Resource,99,Other,CANADIAN-IRANIAN FOUNDATION,CANADIAN-IRANIAN FOUNDATION,2006-05-01 0:00,1,P.O.BOX 91231,WEST VANCOUVER,BC,V7V3N6,CA,(604)696-1121,INFO@CIF-BC.COM,WWW.CIF-BC.COM
855790887RR0001,A,15,Foundations Advancing Education,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",WEST POINT GREY ACADEMY FOUNDATION,WEST POINT GREY ACADEMY FOUNDATION,2003-03-17 0:00,1,"4125 WEST 8TH AVENUE, WEST POINT GREY ACADEMY C/O",VANCOUVER,BC,V6R4P9,CA,(604)222-8750,,
855846564RR0001,C,200,Public Amenities,99,Other,VANCOUVER NAVAL DRUM & BUGLE CORPS.,VANCOUVER NAVAL DRUM & BUGLE CORPS.,2007-01-01 0:00,1,"ROBERT JUULSEN, 5579 ANCHOR BAY",DELTA,BC,V4K4R9,CA,(604)946-0936,BJUULSEN@HOTMAIL.COM,SITES.GOOGLE.COM/SITE/VANNAVYBAND/
855873063RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),THE ROTARY CLUB OF WESTSHORE SUNRISE FOUNDATION,The Rotary Club of Westshore Sunrise Foundation,2009-07-01 0:00,1,"PO BOX 28016 RPO WESTSHORE, 2945 JACKLIN ROAD",VICTORIA,BC,V9B5E3,CA,(250)474-0212,MBKELEHER@GMAIL.COM,WWW.HELPFORHAITI.CA
855883583RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),FERNWOOD FOUNDATION,Fernwood Foundation,2007-04-01 0:00,1,3400-666 BURRARD STRET,VANCOUVER,BC,V6C2X8,CA,(604)377-9150,IANTELFER@IANTELFER.COM,
855899662RR0001,C,200,Public Amenities,99,Other,FRIENDS OF THE FERNIE HERITAGE LIBRARY SOCIETY,FRIENDS OF THE FERNIE HERITAGE LIBRARY SOCIETY,2009-10-27 0:00,1,BOX 448,FERNIE,BC,V0B1M0,CA,(250)423-7614,FRIENDSFHL@GMAIL.COM,
855907861RR0001,C,1,Organizations Relieving Poverty,9,Providing low-cost housing,STEVESTON 284 SENIORS' HOUSING SOCIETY,Steveston 284 Seniors' Housing Society,2009-07-29 0:00,1,4071 CHATHAM ST,RICHMOND,BC,V7E2Z7,CA,,,
855922704RR0001,C,1,Organizations Relieving Poverty,99,Other,Disaster Aid Canada,DISASTER AID CANADA,2004-07-01 0:00,1,426 WILLIAM ST,VICTORIA,BC,V9A3Y9,CA,(778)265-8821,INFO@DISASTERAID.CA,WWW.DISASTERAID.CA
855938064RR0001,C,110,Supportive Health Care,99,Other,CYRUS CENTRE MINISTRIES,Cyrus Centre Ministries,2009-09-01 0:00,1,2616 WARE STREET,ABBOTSFORD,BC,V2S3E5,CA,(604)859-2345,,
856087697RR0001,C,200,Public Amenities,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),FERNIE TRAILS ALLIANCE ASSOCIATION,Fernie Trails Alliance Association,2009-03-03 0:00,1,PO BOX 715,FERNIE,BC,V0B1M0,CA,(250)423-0518,manager@fernietrailsalliance.com,WWW.FERNIETRAILSALLIANCE.COM
856128970RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),LAKE WINDERMERE DISTRICT LIONS FOUNDATION,LAKE WINDERMERE DISTRICT LIONS FOUNDATION,2004-12-31 0:00,1,"LIONS HALL 651 HWY 93/95, BOX 213",INVERMERE,BC,V0A1K0,CA,(250)345-0171,RAYLENE.ORAM@GMAIL.COM,
856134598RR0001,A,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),EMILY BRYDON FERNIE FOUNDATION,Emily Brydon Fernie Foundation,2011-06-10 0:00,1,"3054 JOHNSON ROAD, P.O. BOX 1892",FERNIE,BC,V0B1M1,CA,(250)423-7913,EBYFDREAM@GMAIL.COM,WWW.EMILYBRYDONYOUTHFOUNDATION.COM
856163548RR0001,C,1,Organizations Relieving Poverty,99,Other,OKANAGAN FALLS HELPING HAND,OKANAGAN FALLS HELPING HAND,2000-04-17 0:00,1,P.O. BOX 640,OKANAGAN FALLS,BC,V0H1R0,CA,(250)809-4496,LAHORN53@GMAIL.COM,
